OPENDATA_IDENTIFICADOR,PROMOTOR,TIPUS_ACCES,VELOCITAT_CARREGA1,TIPUS_CONNEXIO1,VELOCITAT_CARREGA2,TIPUS_CONNEXIO2,VELOCITAT_CARREGA3,TIPUS_CONNEXIO3,Latitude,Longitude,DESIGNACIO_DESCRIPTIVA,ADREÇA,MUNICIPI,CODI_INE,PROVINCIA,CODI_PROV,NUM_PLACES_CARREGA,TIPUS_VEHICLE1,TIPUS_VEHICLE2,TELEFON,CODI_ASIA,CODI_BCN
08-0193-47-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-4,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-5,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-6,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,cotxe,,93.221.05.00,92178122019,BSM031
08-0193-47-7,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,moto,,93.221.05.00,92178122019,BSM031
08-0193-47-8,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,moto,,93.221.05.00,92178122019,BSM031
08-0193-47-9,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.382737,2.194412,B:SM 15 - Hospital del Mar,Passeig  Marítim de la Barceloneta, 23-31,Barcelona,0193,Barcelona,08,9,moto,,93.221.05.00,92178122019,BSM031
08-0193-48-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,cotxe,,93.245.10.93,97296093446,BSM032
08-0193-48-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,cotxe,,93.245.10.93,97296093446,BSM032
08-0193-48-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,cotxe,,93.245.10.93,97296093446,BSM032
08-0193-48-4,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,cotxe,,93.245.10.93,97296093446,BSM032
08-0193-48-5,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,moto,,93.245.10.93,97296093446,BSM032
08-0193-48-6,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.399536,2.185355,B:SM 29 - Plaça de les Arts - TNC,Carrer de Padilla, 159,Barcelona,0193,Barcelona,08,6,moto,,93.245.10.93,97296093446,BSM032
08-0193-49-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.3744,2.1597,B:SM 33 - Plaça Navas,Carrer de  Jaume Fabra, 12,Barcelona,0193,Barcelona,08,5,cotxe,,93.329.94.74,99400199744,BSM033
08-0193-49-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.3744,2.1597,B:SM 33 - Plaça Navas,Carrer de  Jaume Fabra, 12,Barcelona,0193,Barcelona,08,5,cotxe,,93.329.94.74,99400199744,BSM033
08-0193-49-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.3744,2.1597,B:SM 33 - Plaça Navas,Carrer de  Jaume Fabra, 12,Barcelona,0193,Barcelona,08,5,cotxe,,93.329.94.74,99400199744,BSM033
08-0193-49-4,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.3744,2.1597,B:SM 33 - Plaça Navas,Carrer de  Jaume Fabra, 12,Barcelona,0193,Barcelona,08,5,moto,,93.329.94.74,99400199744,BSM033
08-0193-49-5,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.3744,2.1597,B:SM 33 - Plaça Navas,Carrer de  Jaume Fabra, 12,Barcelona,0193,Barcelona,08,5,moto,,93.329.94.74,99400199744,BSM033
08-0193-50-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.449138,2.190748,B:SM 41 - Galicia,Carrer de Galicia, 16,Barcelona,0193,Barcelona,08,2.cotxe,,,99400263916,BSM034
08-0193-50-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.449138,2.190748,B:SM 41 - Galicia,Carrer de Galicia, 16,Barcelona,0193,Barcelona,08,2.cotxe,,,99400263916,BSM034
08-0193-51-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.459612,2.175628,B:SM 42 - Ciutat Meridiana,Carrer dels Rasos de Peguera, 51 S,Barcelona,0193,Barcelona,08,3,cotxe,moto,,99400378084,BSM035
08-0193-51-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.459612,2.175628,B:SM 42 - Ciutat Meridiana,Carrer dels Rasos de Peguera, 51 S,Barcelona,0193,Barcelona,08,3,cotxe,moto,,99400378084,BSM035
08-0193-51-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.459612,2.175628,B:SM 42 - Ciutat Meridiana,Carrer dels Rasos de Peguera, 51 S,Barcelona,0193,Barcelona,08,3,cotxe,moto,,99400378084,BSM035
08-0193-52-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.4033,2.152327,B:SM 14 - Gràcia motos,Carrer Gran de Gràcia, 190,Barcelona,0193,Barcelona,08,2.moto,,93.415.57.53,99400197898,BSM036
08-0193-52-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,NORMAL,MENNEKES.F,,,41.4033,2.152327,B:SM 14 - Gràcia motos,Carrer Gran de Gràcia, 190,Barcelona,0193,Barcelona,08,2.moto,,93.415.57.53,99400197898,BSM036
08-0193-53-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4047,2.1896,B:SM 24 - Ona Glòries,Carrer de la Ciutat de Granada, 173-175,Barcelona,0193,Barcelona,08,4,cotxe,,93.309.23.45,99400191730,BSM037
08-0193-53-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4047,2.1896,B:SM 24 - Ona Glòries,Carrer de la Ciutat de Granada, 173-175,Barcelona,0193,Barcelona,08,4,cotxe,,93.309.23.45,99400191730,BSM037
08-0193-53-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4047,2.1896,B:SM 24 - Ona Glòries,Carrer de la Ciutat de Granada, 173-175,Barcelona,0193,Barcelona,08,4,cotxe,,93.309.23.45,99400191730,BSM037
08-0193-53-4,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4047,2.1896,B:SM 24 - Ona Glòries,Carrer de la Ciutat de Granada, 173-175,Barcelona,0193,Barcelona,08,4,cotxe,,93.309.23.45,99400191730,BSM037
08-0193-54-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4044,2.1972,B:SM 34 - Rambla Poblenou,Rambla del Poblenou, 130,Barcelona,0193,Barcelona,08,3,cotxe,,93.309.42.79,99400310380,BSM038
08-0193-54-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4044,2.1972,B:SM 34 - Rambla Poblenou,Rambla del Poblenou, 130,Barcelona,0193,Barcelona,08,3,cotxe,,93.309.42.79,99400310380,BSM038
08-0193-54-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4044,2.1972,B:SM 34 - Rambla Poblenou,Rambla del Poblenou, 130,Barcelona,0193,Barcelona,08,3,cotxe,,93.309.42.79,99400310380,BSM038
08-0193-16-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.388797,2.192651,B:SM 40 - Wellington - Zoo,Carrer de Ramon Trias Fargas, 19,Barcelona,0193,Barcelona,08,1,cotxe,,93.225.96.89,89130447,BSM039
08-0193-55-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.42077,2.151564,B:SM 43 - Salvador Allende,Plaça de Salvador Allende,Barcelona,0193,Barcelona,08,4,cotxe,,,99400378069,BSM040
08-0193-55-2,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.42077,2.151564,B:SM 43 - Salvador Allende,Plaça de Salvador Allende,Barcelona,0193,Barcelona,08,4,cotxe,,,99400378069,BSM040
08-0193-55-3,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.42077,2.151564,B:SM 43 - Salvador Allende,Plaça de Salvador Allende,Barcelona,0193,Barcelona,08,4,cotxe,,,99400378069,BSM040
08-0193-55-4,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.42077,2.151564,B:SM 43 - Salvador Allende,Plaça de Salvador Allende,Barcelona,0193,Barcelona,08,4,cotxe,,,99400378069,BSM040
08-0193-56-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.426239,2.143323,B:SM 37 - Sant Genís Vall d'Hebrón,Passeig de la Vall d'Hebrón, 138-176,Barcelona,0193,Barcelona,08,1,cotxe,,93.428.44.03,92351095954,BSM041
08-0193-57-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.4049,2.17729,B:SM 21 - Mercat Sagrada Família,Carrer de Mallorca, 425-433,Barcelona,0193,Barcelona,08,1,cotxe,,93.436.51.55,95075101607,BSM042
08-0193-58-1,B:SM Serveis Municipals,APARCAMENT PUBLIC ,NORMAL,Schuko,,,,,41.403202,2.19615,B:SM 1 - Almogàvers-Llacuna,Carrer de la Llacuna, 101, Carrer de Sancho d'Àvila, 72,Barcelona,0193,Barcelona,08,1,cotxe,,93.309.38.76,99329113709,BSM043
08-0193-59-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.393464,2.204479,PdRR-Vil·la Olimpica-ES Repsol-McDonald's (DC50kW AC43kW),Avinguda litoral,49,  Sortida 23- Carrer de Badajoz,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC001
08-0193-115-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.401313,2.122488,PdRR-Via Augusta-Bonanova  (DC50kW AC43kW),Via Augusta, 352,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC002
08-0193-60-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.380018,2.139299,PdRR-Estació Sants. Ap. Zona Autobusos (DC50kW AC43kW),Carrer Viriat, 5-23,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC003
08-0193-61-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.415125,2.136311,PdRR-Alfons Comín-Vallcarca  (DC50kW AC43kW),Plaça Alfons Comín, 12- Isaac Newton,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC004
08-0193-62-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.406767,2.151964,PdRR-Torrent de l'Olla  (DC50kW AC43kW),Carrer Torrent de l'Olla, 203,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC005
08-0193-63-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.441162,2.164753,PdRR-Mercat Canyelles-Rda Dalt  (DC50kW AC43kW),Via Favència, 21,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC006
08-0193-64-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.41362,2.171387,PdRR-Mas Casanova - H Sant Pau  (DC50kW AC43kW),Carrer de Mas Casanova, 69,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC007
08-0193-65-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.431152,2.183394,PdRR-Meridiana-Estació BUS  (DC50kW AC43kW),Avinguda Meridiana, 400E,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC008
08-0193-66-1,GAICU,VIA PUBLICA ,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.40477,2.174794,PdRR-Sagrada Família-Provença -KFC  (DC50kW AC43kW),Carrer Provença, 447,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC009
08-0193-67-1,BIMSA,VIA PUBLICA,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.388226,2.169769,PdRR-Passeig de Gràcia-Casp  (DC50kW AC43kW),Passeig de Gràcia, 3,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC010
08-0193-118-1,BIMSA,VIA PUBLICA,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.374897,2.171151,PdRR-Paral·lel (DC50kW AC43kW),Avinguda Paral·lel, 55,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC011
08-0193-119-1,BIMSA,VIA PUBLICA,RAPID,CCS Combo2,RAPID,ChadeMO,RAPID,MENNEKES.M,41.393732,2.149179,PdRR-Diagonal (DC50kW AC43kW),Avinguda Diagonal, 447,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,FC012
08-0193-68-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.38142071,2.181969658,19 AjBCN-Endesa-Correus-Via Laietana,Plaça Antoni Lòpez,  s/n,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC001
08-0193-68-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.38142071,2.181969658,19 AjBCN-Endesa-Correus-Via Laietana,Plaça Antoni Lòpez,  s/n,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC001
08-0193-69-1,AEB,VIA PUBLICA -VORERA,NORMAL,Schuko,,,,,41.38206874,2.191672549,87 AjBCN-ETRA COBRA (Vorera Associació SEBA),Passeig de Salvat Papasseit, 15 - Carrer Ginebra,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC002
08-0193-69-2,AEB,VIA PUBLICA -VORERA,NORMAL,Schuko,,,,,41.38206874,2.191672549,87 AjBCN-ETRA COBRA (Vorera Associació SEBA),Passeig de Salvat Papasseit, 15 - Carrer Ginebra,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC002
08-0193-70-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.39402,2.155938,22 AjBCN-Endesa,Carrer de Còrsega, 254,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC003
08-0193-70-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.39402,2.155938,22 AjBCN-Endesa,Carrer de Còrsega, 254,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC003
08-0193-71-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4029995,2.16566585,12 AjBCN-Endesa,Carrer Indústria, 19 - Passeig de Sant Joan,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC004
08-0193-71-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4029995,2.16566585,12 AjBCN-Endesa,Carrer Indústria, 19 - Passeig de Sant Joan,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC004
08-0193-72-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.396236,2.18219,91 AjBCN-ETRA COBRA,Carrer d'Ausiàs March, 118,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC005
08-0193-72-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.396236,2.18219,91 AjBCN-ETRA COBRA,Carrer d'Ausiàs March, 118,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC005
08-0193-73-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.387074,2.17142,23 AjBCN-Endesa Fontanella-Pl.Catalunya,Carrer de Fontanella, 1,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC006
08-0193-73-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.387074,2.17142,23 AjBCN-Endesa Fontanella-Pl.Catalunya,Carrer de Fontanella, 1,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC006
08-0193-74-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.394226,2.169715,88 AjBCN-ETRA COBRA Bruc-Consell de Cent,Carrer del Bruc, 84,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC007
08-0193-74-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.394226,2.169715,88 AjBCN-ETRA COBRA Bruc-Consell de Cent,Carrer del Bruc, 84,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC007
08-0193-75-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.38925538,2.161321007,28 AjBCN-Endesa-Aragó-Pl.Letamendi,Pl, del Dr, Letamendi, 30-33,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC008
08-0193-75-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.38925538,2.161321007,28 AjBCN-Endesa-Aragó-Pl.Letamendi,Pl, del Dr, Letamendi, 30-33,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC008
08-0193-76-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.359982,2.133193,89 AjBCN-ETRA-COBRA,Carretera del Prat, 42,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC009
08-0193-76-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.359982,2.133193,89 AjBCN-ETRA-COBRA,Carretera del Prat, 42,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC009
08-0193-77-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.380928,2.142103,25 AjBCN-Endesa-Sants,Avinguda  de Josep Tarradellas, 1,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC010
08-0193-77-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.380928,2.142103,25 AjBCN-Endesa-Sants,Avinguda  de Josep Tarradellas, 1,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC010
08-0193-78-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.381355,2.129424,90 AjBCN-ETRA-COBRA Figols. Jardins Drs.Dolsa,Carrer de Fígols, 6,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC011
08-0193-78-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.381355,2.129424,90 AjBCN-ETRA-COBRA Figols. Jardins Drs.Dolsa,Carrer de Fígols, 6,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC011
08-0193-79-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.407269,2.138413,16 AjBCN-Endesa,Carrer de Balmes,422 - Carrer de Castanyer,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC012
08-0193-79-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.407269,2.138413,16 AjBCN-Endesa,Carrer de Balmes,422 - Carrer de Castanyer,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC012
08-0193-80-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.392296,2.132156,15 AjBCN-Endesa Sarrià-Ricard Villa,Avinguda  de Sarrià, 130,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC013
08-0193-80-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.392296,2.132156,15 AjBCN-Endesa Sarrià-Ricard Villa,Avinguda  de Sarrià, 130,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC013
08-0193-81-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.394203,2.123794,93 AjBCN-ETRA-COBRA,Carrer d'Osi, 4,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC014
08-0193-81-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.394203,2.123794,93 AjBCN-ETRA-COBRA,Carrer d'Osi, 4,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC014
08-0193-82-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.41396,2.142913,01 AjBCN-Endesa-Clinica Delfos,Carrer Vallcarca, 154,Barcelona,0193,Barcelona,08,1,moto,,93.291.41.50,,LC015
08-0193-83-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.406525,2.152333,92 AjBCN-ETRA COBRA  Torrent de l'Olla,Carrer del Torrent de l'Olla, 222,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC016
08-0193-83-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.406525,2.152333,92 AjBCN-ETRA COBRA  Torrent de l'Olla,Carrer del Torrent de l'Olla, 222,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC016
08-0193-84-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.444744,2.174166,04 AjBCN-Endesa,Via Favència, 169 - Almansa,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC017
08-0193-84-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.444744,2.174166,04 AjBCN-Endesa,Via Favència, 169 - Almansa,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC017
08-0193-85-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4388822,2.181366161,09 AjBCN-Endesa,Carrer Rio de Janeiro, 70 - Passeig Valldaura,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC018
08-0193-85-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4388822,2.181366161,09 AjBCN-Endesa,Carrer Rio de Janeiro, 70 - Passeig Valldaura,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC018
08-0193-86-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.423615,2.179456,11 AjBCN-Endesa Garcilaso,Carrer de Garcilaso, 204,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC019
08-0193-86-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.423615,2.179456,11 AjBCN-Endesa Garcilaso,Carrer de Garcilaso, 204,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC019
08-0193-87-1,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.420052,2.181559,95 AjBCN-ETRA-COBRA Maragall-Olesa,Plaça de Maragall, 21,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC020
08-0193-87-2,AEB,VIA PUBLICA,NORMAL,Schuko,,,,,41.420052,2.181559,95 AjBCN-ETRA-COBRA Maragall-Olesa,Plaça de Maragall, 21,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC020
08-0193-88-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.408447,2.202893,08 AjBCN-Endesa,Cristóbal de Moura,24 - Carrer de Bac de Roda,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC021
08-0193-88-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.408447,2.202893,08 AjBCN-Endesa,Cristóbal de Moura,24 - Carrer de Bac de Roda,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC021
08-0193-89-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.41161975,2.21850805,06 AjBCN-Endesa-Forum-RamblaPrim,Rambla de Prim, 19,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC022
08-0193-89-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.41161975,2.21850805,06 AjBCN-Endesa-Forum-RamblaPrim,Rambla de Prim, 19,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC022
08-0193-90-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4200135,2.2016699,10 AjBCN-Endesa Guipúscoa,Rambla de Guipúscoa, 103-105,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC023
08-0193-90-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.4200135,2.2016699,10 AjBCN-Endesa Guipúscoa,Rambla de Guipúscoa, 103-105,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC023
